session_id,user_id,session_start,session_duration,device_type,location,pages_visited,revenue
session_001331,user_0297,2024-04-22 09:51:37,2764,desktop,MX,8,0.0
session_001332,user_0476,2024-06-10 21:45:24,3362,mobile,CA,1,200.8204050019355
session_001333,user_0311,2024-01-14 05:40:53,2672,tablet,MX,8,30.889580435850313
session_001334,user_0904,2024-10-07 19:27:24,1907,mobile,US,3,0.0
session_001335,user_0925,2024-10-01 06:29:25,2180,mobile,IN,2,331.40735888788447
session_001336,user_0348,2024-06-27 10:40:48,2959,desktop,FR,13,383.67771754143786
session_001337,user_0386,2024-07-02 05:03:00,2511,tablet,CA,10,0.0
session_001338,user_0133,2024-09-27 23:40:32,1357,tablet,MX,6,0.0
session_001339,user_0873,2024-10-11 14:54:48,681,desktop,UK,11,0.0
session_001340,user_0791,2024-11-10 00:16:59,3030,desktop,UK,15,0.0
session_001341,user_0945,2024-01-25 23:58:15,283,tablet,FR,2,0.0
session_001342,user_0622,2024-09-02 04:05:13,3473,desktop,CA,6,75.27615446259618
session_001343,user_0570,2024-03-18 13:39:35,831,mobile,BR,8,0.0
session_001344,user_0834,2024-07-24 06:15:05,3342,desktop,UK,10,0.0
session_001345,user_0830,2024-02-24 14:08:17,51,mobile,AU,10,45.26290675214337
session_001346,user_0509,2024-03-14 20:12:15,3439,desktop,MX,14,182.5319656333159
session_001347,user_0874,2024-02-23 13:04:28,3313,desktop,BR,7,0.0
session_001348,user_0802,2024-07-19 21:05:24,1251,desktop,UK,8,0.0
session_001349,user_0842,2024-04-22 14:01:51,3422,mobile,AU,12,0.0
session_001350,user_0077,2024-07-26 13:11:27,2386,desktop,IN,15,162.99726780964156
session_001351,user_0715,2024-12-12 08:15:23,484,tablet,BR,15,0.0
session_001352,user_0432,2024-04-11 07:35:17,851,mobile,US,3,0.0
session_001353,user_0242,2024-07-10 16:16:01,328,tablet,MX,12,0.0
session_001354,user_0973,2024-06-10 15:38:22,2480,tablet,MX,15,0.0
session_001355,user_0741,2024-01-17 05:03:14,456,desktop,BR,9,0.0
session_001356,user_0022,2024-12-27 15:50:48,256,desktop,DE,9,0.0
session_001357,user_0566,2024-07-06 06:10:52,243,mobile,AU,12,0.0
session_001358,user_0449,2024-02-15 19:46:13,2551,mobile,JP,4,0.0
session_001359,user_0603,2024-01-04 21:40:10,960,mobile,IN,10,0.0
session_001360,user_0833,2024-01-23 02:11:38,343,desktop,CA,8,0.0
session_001361,user_0300,2024-02-20 09:02:34,2512,mobile,BR,11,47.63387856949237
session_001362,user_0211,2024-07-11 05:04:29,2918,tablet,JP,15,0.0
session_001363,user_0799,2024-08-02 03:28:29,1228,tablet,DE,9,0.0
session_001364,user_0056,2024-05-14 14:52:35,1712,tablet,MX,8,109.74191819804989
session_001365,user_0237,2024-04-28 10:14:21,3068,tablet,DE,2,0.0
session_001366,user_0716,2024-06-19 23:40:58,2692,mobile,UK,1,0.0
session_001367,user_0308,2024-11-17 05:51:56,376,desktop,FR,14,0.0
session_001368,user_0455,2024-01-18 05:58:58,949,desktop,AU,3,0.0
session_001369,user_0555,2024-10-23 07:38:27,1454,desktop,MX,13,454.6502955156642
session_001370,user_0222,2024-10-21 02:06:08,142,mobile,MX,7,0.0
session_001371,user_0827,2024-02-12 09:54:46,2296,mobile,FR,14,217.67916031610403
session_001372,user_0788,2024-07-20 12:37:06,1095,desktop,AU,8,0.0
session_001373,user_0288,2024-11-06 12:42:32,2825,mobile,UK,4,0.0
session_001374,user_0631,2024-04-16 12:22:50,1511,mobile,FR,13,0.0
session_001375,user_0583,2024-09-13 14:52:59,1344,mobile,CA,8,0.0
session_001376,user_0492,2024-09-04 16:11:47,3488,tablet,DE,7,145.45837886297474
session_001377,user_0565,2024-05-01 22:56:21,292,mobile,CA,5,0.0
session_001378,user_0233,2024-09-01 19:10:39,744,desktop,MX,11,66.07881583835487
session_001379,user_0882,2024-06-19 23:58:34,2405,mobile,US,9,0.0
session_001380,user_0999,2024-04-09 23:33:43,96,tablet,JP,9,0.0
session_001381,user_0520,2024-06-21 08:38:02,493,tablet,UK,4,0.0
session_001382,user_0074,2024-09-06 06:49:14,1776,mobile,CA,1,0.0
session_001383,user_0919,2024-09-10 04:52:38,1564,mobile,FR,10,0.0
session_001384,user_0934,2024-08-17 14:38:20,134,desktop,MX,4,260.2901098186247
session_001385,user_0803,2024-08-13 19:50:49,2949,mobile,DE,7,0.0
session_001386,user_0781,2024-09-09 03:05:42,351,desktop,DE,10,0.0
session_001387,user_0552,2024-10-11 16:28:50,526,tablet,US,10,0.0
session_001388,user_0200,2024-11-20 16:10:05,2386,mobile,DE,6,129.1059379392334
session_001389,user_0323,2024-10-17 13:37:12,502,tablet,DE,8,0.0
session_001390,user_0574,2024-07-15 08:56:18,343,mobile,BR,10,0.0
session_001391,user_0948,2024-07-27 18:56:36,1033,mobile,MX,11,0.0
session_001392,user_0121,2024-02-01 15:41:26,1703,mobile,IN,3,0.0
session_001393,user_0898,2024-06-25 08:13:52,93,desktop,UK,7,0.0
session_001394,user_0130,2024-12-03 15:56:36,169,mobile,US,12,45.777206606157826
session_001395,user_0941,2024-05-30 17:29:09,1759,mobile,CA,7,0.0
session_001396,user_0919,2024-11-16 06:54:22,1408,tablet,MX,10,0.0
session_001397,user_0973,2024-06-23 08:00:28,1704,tablet,BR,12,0.0
session_001398,user_0752,2024-03-12 05:53:06,2994,tablet,IN,2,84.60563532146509
session_001399,user_0389,2024-05-04 10:41:17,1826,desktop,IN,12,0.0
session_001400,user_0506,2024-05-12 11:26:34,227,tablet,IN,15,0.0
session_001401,user_0331,2024-05-29 03:46:15,1334,desktop,CA,1,0.0
session_001402,user_0441,2024-07-20 14:41:19,1169,tablet,MX,6,0.0
session_001403,user_0499,2024-06-19 11:00:02,946,desktop,FR,15,0.0
session_001404,user_0683,2024-04-18 05:00:28,607,desktop,DE,9,0.0
session_001405,user_0983,2024-12-11 21:24:28,2241,tablet,DE,1,0.0
session_001406,user_0965,2024-08-09 19:38:42,1776,tablet,BR,9,0.0
session_001407,user_0456,2024-12-11 04:57:35,1800,mobile,FR,2,0.0
session_001408,user_0992,2024-05-17 08:55:12,3321,desktop,DE,12,46.4316615483664
session_001409,user_0646,2024-10-12 15:33:34,2130,tablet,UK,12,0.0
session_001410,user_0955,2024-09-30 20:02:33,3283,tablet,JP,4,0.0
session_001411,user_0972,2024-09-03 09:56:31,2599,desktop,DE,3,0.0
session_001412,user_0272,2024-07-01 13:47:35,650,mobile,CA,12,0.0
session_001413,user_0974,2024-07-19 12:19:22,3540,tablet,DE,1,0.0
session_001414,user_0040,2024-06-11 09:31:39,2847,mobile,MX,7,125.01073556006078
session_001415,user_0673,2024-03-10 22:19:16,1259,desktop,FR,11,0.0
session_001416,user_0557,2024-07-05 18:51:47,1240,desktop,DE,2,0.0
session_001417,user_0993,2024-06-22 15:57:13,1362,desktop,AU,2,0.0
session_001418,user_0714,2024-06-03 14:27:40,2916,desktop,BR,14,0.0
session_001419,user_0030,2024-04-22 23:39:58,1127,tablet,DE,15,0.0
session_001420,user_0268,2024-09-19 03:21:14,1330,mobile,AU,13,0.0
session_001421,user_0498,2024-10-09 19:11:36,926,mobile,US,5,118.44192259406883
session_001422,user_0212,2024-10-29 17:57:04,2591,desktop,MX,10,0.0
session_001423,user_0822,2024-05-27 06:17:22,399,tablet,JP,15,0.0
session_001424,user_0532,2024-03-22 17:39:39,1513,tablet,DE,3,0.0
session_001425,user_0821,2024-03-03 16:23:45,1561,mobile,AU,4,0.0
session_001426,user_0774,2024-07-23 11:51:06,449,tablet,AU,13,0.0
session_001427,user_0647,2024-10-26 23:23:53,2848,desktop,US,5,0.0
session_001428,user_0135,2024-11-13 19:04:13,3063,mobile,UK,2,0.0
session_001429,user_0021,2024-01-06 17:24:12,3071,tablet,MX,15,0.0
session_001430,user_0852,2024-08-23 05:27:16,3549,mobile,JP,7,0.0
session_001431,user_0103,2024-04-12 15:10:28,2717,tablet,BR,7,55.60057356136997
session_001432,user_0286,2024-07-06 17:08:38,1194,tablet,IN,9,0.0
session_001433,user_0975,2024-05-24 18:10:00,3154,tablet,UK,8,0.0
session_001434,user_0458,2024-05-23 14:59:14,1982,tablet,UK,11,0.0
session_001435,user_0098,2024-08-05 19:49:51,723,desktop,BR,10,132.4848385982625
session_001436,user_0536,2024-10-07 19:09:01,3469,tablet,DE,1,0.0
session_001437,user_0855,2024-02-28 11:48:19,179,mobile,MX,10,12.730167145960007
session_001438,user_0814,2024-07-08 19:15:53,2264,mobile,JP,11,236.07229499031155
session_001439,user_0880,2024-10-14 06:21:49,3032,desktop,UK,7,0.0
session_001440,user_0533,2024-10-17 13:15:06,527,desktop,DE,8,436.1770949232502
session_001441,user_0175,2024-08-31 04:16:47,3319,tablet,BR,3,0.0
session_001442,user_0121,2024-06-18 02:57:43,1235,tablet,FR,9,0.0
session_001443,user_0145,2024-04-22 16:49:48,2173,tablet,DE,13,0.0
session_001444,user_0484,2024-06-28 18:21:21,892,mobile,CA,3,0.0
session_001445,user_0184,2024-02-28 09:21:17,1957,desktop,US,5,353.71766971022237
session_001446,user_0339,2024-02-06 18:48:13,280,tablet,BR,10,0.0
session_001447,user_0354,2024-09-01 05:02:36,87,desktop,FR,5,0.0
session_001448,user_0377,2024-08-30 12:46:14,3171,mobile,FR,9,0.0
session_001449,user_0106,2024-10-10 18:13:36,916,mobile,CA,5,0.0
session_001450,user_0339,2024-08-11 13:30:00,3192,tablet,MX,5,483.6628555176913
session_001451,user_0215,2024-03-06 06:47:59,40,desktop,DE,2,465.4780862006796
session_001452,user_0896,2024-01-01 02:18:03,1354,desktop,US,3,0.0
session_001453,user_0310,2024-07-13 07:50:02,3142,desktop,DE,9,0.0
session_001454,user_0320,2024-11-21 16:46:45,2168,mobile,IN,2,0.0
session_001455,user_0729,2024-02-25 11:46:31,3470,mobile,IN,8,396.59287730428673
session_001456,user_0922,2024-06-18 02:20:48,2700,mobile,CA,1,0.0
session_001457,user_0746,2024-06-13 16:41:34,905,tablet,IN,15,0.0
session_001458,user_0956,2024-10-17 08:24:09,73,desktop,BR,6,0.0
session_001459,user_0933,2024-05-23 06:05:36,1069,tablet,US,10,0.0
session_001460,user_0045,2024-09-27 02:31:16,2914,mobile,FR,11,38.04123018576901
session_001461,user_0623,2024-09-02 12:54:16,1891,mobile,CA,8,0.0
session_001462,user_0040,2024-05-23 12:18:18,148,tablet,CA,12,0.0
session_001463,user_0855,2024-11-24 11:27:23,519,desktop,BR,11,0.0
session_001464,user_0874,2024-03-16 09:54:39,2713,tablet,US,6,0.0
session_001465,user_0928,2024-08-15 21:48:54,2987,mobile,IN,1,0.0
session_001466,user_0067,2024-03-15 22:19:49,3409,tablet,CA,12,31.80913042282664
session_001467,user_0204,2024-09-24 11:18:17,2100,mobile,CA,11,0.0
session_001468,user_0575,2024-05-16 04:37:08,512,mobile,BR,10,0.0
session_001469,user_0120,2024-12-22 12:29:00,400,desktop,UK,3,0.0
session_001470,user_0808,2024-01-05 01:17:44,920,tablet,JP,8,0.0
session_001471,user_0766,2024-10-20 12:52:11,3053,desktop,FR,1,146.69206379956583
session_001472,user_0324,2024-06-09 18:35:56,955,desktop,FR,15,107.62007591713157
session_001473,user_0271,2024-02-05 21:20:34,2036,mobile,MX,6,0.0
session_001474,user_0038,2024-11-20 04:11:36,2427,mobile,CA,9,0.0
session_001475,user_0213,2024-05-12 21:21:34,2895,tablet,IN,14,0.0
session_001476,user_0265,2024-03-25 18:16:59,1945,mobile,US,15,0.0
session_001477,user_0479,2024-08-15 21:33:57,1352,mobile,MX,7,0.0
session_001478,user_0645,2024-05-19 09:02:33,3590,desktop,CA,7,0.0
session_001479,user_0936,2024-05-19 00:50:38,1284,desktop,BR,9,101.21875597910682
session_001480,user_0608,2024-08-11 16:23:05,2874,mobile,AU,8,0.0
session_001481,user_0495,2024-09-20 12:35:55,1673,mobile,US,15,383.95476563296967
session_001482,user_0111,2024-06-12 11:52:25,1774,mobile,MX,7,0.0
session_001483,user_0908,2024-08-19 19:03:21,2887,tablet,DE,10,0.0
session_001484,user_0994,2024-02-05 02:34:35,1296,desktop,JP,8,0.0
session_001485,user_0905,2024-03-07 19:47:38,1264,mobile,UK,3,0.0
session_001486,user_0158,2024-09-22 21:59:35,2304,mobile,US,8,0.0
session_001487,user_0716,2024-03-23 12:34:04,1964,tablet,AU,14,0.0
session_001488,user_0132,2024-05-03 15:17:58,3155,desktop,AU,13,0.0
session_001489,user_0612,2024-06-01 22:57:05,2217,desktop,JP,8,23.179172192738044
session_001490,user_0183,2024-10-25 04:49:26,993,mobile,JP,6,0.0
session_001491,user_0937,2024-01-31 00:12:18,2674,desktop,CA,8,0.0
session_001492,user_0394,2024-09-11 00:08:26,766,mobile,CA,5,0.0
session_001493,user_0982,2024-06-12 18:52:21,765,desktop,AU,11,0.0
session_001494,user_0703,2024-10-11 12:59:07,445,tablet,AU,13,88.83305181803277
session_001495,user_0394,2024-09-23 12:46:01,1892,desktop,BR,11,0.0
session_001496,user_0436,2024-04-10 10:47:01,3069,tablet,UK,10,405.4912941395119
session_001497,user_0730,2024-05-10 03:01:05,3487,tablet,JP,2,0.0
session_001498,user_0892,2024-09-19 00:50:09,357,desktop,US,6,356.7067108241839
session_001499,user_0833,2024-08-26 15:44:33,3010,mobile,AU,1,237.7339552941906
session_001500,user_0376,2024-01-20 10:43:08,2484,tablet,JP,5,0.0
session_001501,user_0556,2024-04-13 18:48:56,762,mobile,JP,7,321.6315229792251
session_001502,user_0115,2024-05-18 17:45:35,3027,desktop,IN,12,0.0
session_001503,user_0745,2024-02-26 04:10:57,2622,mobile,AU,15,0.0
session_001504,user_0941,2024-11-16 14:52:59,3449,tablet,IN,10,0.0
session_001505,user_0624,2024-10-08 02:24:00,2642,desktop,AU,9,0.0
session_001506,user_0433,2024-06-04 15:09:49,121,desktop,FR,12,0.0
session_001507,user_0989,2024-02-15 05:09:49,3280,desktop,MX,5,0.0
session_001508,user_0711,2024-11-06 06:47:31,230,mobile,MX,8,0.0
session_001509,user_0284,2024-07-13 18:54:24,2780,desktop,MX,7,0.0
session_001510,user_0213,2024-01-08 06:28:23,3233,mobile,CA,5,0.0
session_001511,user_0100,2024-03-26 22:53:10,950,desktop,JP,4,41.22400469764524
session_001512,user_0603,2024-06-12 09:48:43,2630,tablet,JP,9,0.0
session_001513,user_0328,2024-05-14 12:22:04,3399,mobile,CA,8,0.0
session_001514,user_0690,2024-05-31 11:38:03,1077,mobile,US,11,484.18456821529696
session_001515,user_0354,2024-02-02 06:28:24,880,tablet,IN,6,158.97603782261376
session_001516,user_0031,2024-03-01 13:05:52,2589,tablet,CA,10,0.0
session_001517,user_0770,2024-04-20 06:01:29,2309,tablet,BR,4,0.0
session_001518,user_0100,2024-06-02 16:39:16,924,desktop,UK,10,0.0
session_001519,user_0564,2024-06-07 15:38:48,1471,desktop,AU,15,0.0
session_001520,user_0681,2024-12-09 14:32:27,2843,tablet,JP,9,272.45725386536947
session_001521,user_0775,2024-06-29 03:59:28,1202,mobile,CA,15,0.0
session_001522,user_0782,2024-06-29 04:59:37,2717,desktop,UK,7,0.0
session_001523,user_0652,2024-01-12 06:40:54,2564,desktop,CA,10,0.0
session_001524,user_0969,2024-01-09 20:49:29,1361,tablet,DE,3,0.0
session_001525,user_0024,2024-10-15 12:56:21,2493,tablet,AU,9,260.55437239322623
session_001526,user_0378,2024-10-07 19:24:31,1010,desktop,BR,15,0.0
session_001527,user_0916,2024-01-12 23:54:48,877,tablet,BR,8,0.0
session_001528,user_0997,2024-06-28 04:37:03,2078,tablet,UK,13,0.0
session_001529,user_0251,2024-06-28 12:07:48,2987,desktop,US,12,25.838058473106894
session_001530,user_0883,2024-05-29 15:24:05,318,mobile,FR,15,69.28116739347186
session_001531,user_0732,2024-01-10 05:05:15,1826,mobile,US,5,0.0
session_001532,user_0373,2024-06-04 02:57:07,2965,tablet,BR,7,425.06448767054496
session_001533,user_0772,2024-11-03 10:25:10,487,tablet,CA,6,212.31759661214895
session_001534,user_0216,2024-04-12 17:23:25,427,mobile,UK,8,0.0
session_001535,user_0351,2024-04-24 16:19:17,2852,mobile,JP,13,0.0
session_001536,user_0780,2024-02-24 09:05:24,636,tablet,FR,1,0.0
session_001537,user_0315,2024-10-05 00:04:53,678,tablet,FR,8,0.0
session_001538,user_0151,2024-08-23 21:50:20,1227,mobile,FR,11,0.0
session_001539,user_0599,2024-01-05 16:28:11,1092,mobile,IN,12,0.0
session_001540,user_0996,2024-05-13 16:18:09,2667,desktop,MX,14,255.53669202331568
session_001541,user_0664,2024-03-06 16:19:14,3596,tablet,BR,3,0.0
session_001542,user_0351,2024-03-28 07:31:21,1296,desktop,DE,3,0.0
session_001543,user_0366,2024-07-12 17:03:43,1911,tablet,US,14,0.0
session_001544,user_0760,2024-03-19 15:42:58,1519,tablet,US,7,0.0
session_001545,user_0567,2024-07-26 16:16:02,3497,tablet,IN,14,400.9797249542747
session_001546,user_0254,2024-04-05 00:41:49,1078,tablet,CA,12,468.8033844448293
session_001547,user_0182,2024-01-16 14:59:48,2525,mobile,IN,5,0.0
session_001548,user_0928,2024-12-16 17:48:54,572,tablet,FR,1,111.78870246944768
session_001549,user_0476,2024-02-08 03:56:41,2229,desktop,JP,13,0.0
session_001550,user_0488,2024-03-17 15:51:58,439,tablet,MX,4,0.0
session_001551,user_0882,2024-12-17 11:06:26,486,tablet,BR,13,324.88740269431014
session_001552,user_0001,2024-04-07 18:27:33,3120,mobile,MX,5,96.50061928505674
session_001553,user_0291,2024-09-07 14:26:31,1257,mobile,IN,4,177.159719131077
session_001554,user_0115,2024-10-20 20:08:13,776,mobile,US,6,0.0
session_001555,user_0068,2024-10-22 07:47:38,1799,tablet,FR,2,227.16718329333915
session_001556,user_0843,2024-03-11 22:28:27,822,desktop,DE,4,160.52816596531892
session_001557,user_0106,2024-09-22 22:17:53,1259,tablet,DE,10,0.0
session_001558,user_0805,2024-03-07 17:04:49,3521,desktop,MX,11,490.7656599741417
session_001559,user_0808,2024-06-10 21:52:30,3223,tablet,FR,4,0.0
session_001560,user_0380,2024-02-26 07:22:20,1284,mobile,JP,14,0.0
session_001561,user_0781,2024-06-10 23:52:26,53,mobile,US,7,0.0
session_001562,user_0020,2024-11-13 21:16:52,2914,desktop,DE,11,0.0
session_001563,user_0438,2024-11-03 03:54:30,1596,mobile,IN,9,372.11830994286794
session_001564,user_0877,2024-04-16 09:31:13,467,desktop,DE,3,169.48668810871305
session_001565,user_0975,2024-01-18 20:45:02,3229,tablet,AU,12,132.4246013706168
session_001566,user_0601,2024-05-25 15:25:48,272,desktop,US,11,0.0
session_001567,user_0114,2024-07-02 05:52:32,580,tablet,UK,6,0.0
session_001568,user_0604,2024-04-26 01:32:10,2381,desktop,IN,2,0.0
session_001569,user_0571,2024-07-25 05:32:05,3377,mobile,US,3,0.0
session_001570,user_0981,2024-11-27 10:34:30,1509,mobile,DE,3,0.0
session_001571,user_0694,2024-09-30 10:19:03,1090,mobile,MX,12,0.0
session_001572,user_0406,2024-11-09 01:04:06,2022,desktop,IN,1,0.0
session_001573,user_0033,2024-07-14 19:35:32,3299,mobile,IN,8,0.0
session_001574,user_0579,2024-02-05 18:50:23,2316,desktop,IN,3,401.3095786542831
session_001575,user_0625,2024-09-09 12:03:39,811,desktop,AU,14,0.0
session_001576,user_0667,2024-05-08 07:49:32,329,desktop,MX,6,0.0
session_001577,user_0911,2024-01-09 08:14:27,1674,tablet,FR,1,0.0
session_001578,user_0438,2024-02-28 10:42:51,1090,desktop,MX,11,0.0
session_001579,user_0789,2024-11-15 01:09:56,2382,mobile,MX,3,0.0
session_001580,user_0027,2024-07-26 03:51:13,2495,desktop,CA,9,0.0
session_001581,user_0674,2024-03-22 02:13:28,856,mobile,CA,7,0.0
session_001582,user_0028,2024-02-23 07:50:31,1830,desktop,AU,1,0.0
session_001583,user_0051,2024-06-22 12:35:35,1826,mobile,DE,4,0.0
session_001584,user_0519,2024-12-20 16:24:59,2398,tablet,IN,2,470.9409254764253
session_001585,user_0367,2024-10-18 03:32:53,1327,mobile,DE,4,0.0
session_001586,user_0521,2024-02-13 11:50:39,1901,desktop,US,7,0.0
session_001587,user_0370,2024-04-30 09:14:20,3456,desktop,AU,14,0.0
session_001588,user_0897,2024-07-02 01:24:26,94,mobile,JP,1,0.0
session_001589,user_0532,2024-03-01 11:46:21,604,tablet,BR,13,0.0
session_001590,user_0381,2024-08-27 20:01:48,1729,desktop,AU,3,0.0
session_001591,user_0374,2024-12-07 09:35:43,478,desktop,US,8,0.0
session_001592,user_0637,2024-05-04 16:36:53,146,desktop,JP,1,0.0
session_001593,user_0048,2024-07-28 12:16:14,1574,tablet,IN,3,0.0
session_001594,user_0430,2024-01-26 18:12:02,490,mobile,BR,7,75.85864394820241
session_001595,user_0829,2024-09-04 07:55:15,32,mobile,BR,8,135.8621940971711
session_001596,user_0375,2024-08-26 07:15:20,2767,tablet,UK,8,0.0
session_001597,user_0225,2024-07-18 21:40:08,561,desktop,DE,11,207.88088082020647
session_001598,user_0108,2024-04-07 00:06:25,956,mobile,CA,12,487.2388049695871
session_001599,user_0533,2024-07-19 17:53:52,2394,mobile,CA,6,0.0
session_001600,user_0766,2024-12-17 20:40:02,3305,mobile,US,13,0.0
session_001601,user_0856,2024-11-04 15:48:50,1004,desktop,AU,6,0.0
session_001602,user_0644,2024-12-03 16:34:05,3376,tablet,AU,8,496.42240356854893
session_001603,user_0121,2024-10-16 07:32:04,1174,tablet,IN,15,0.0
session_001604,user_0827,2024-12-04 15:21:35,2026,tablet,BR,11,0.0
session_001605,user_0065,2024-10-30 16:20:31,1526,mobile,US,9,0.0
session_001606,user_0124,2024-08-01 18:42:12,2949,mobile,CA,14,0.0
session_001607,user_0990,2024-12-02 16:43:21,2097,desktop,AU,14,0.0
session_001608,user_0795,2024-01-07 11:50:04,843,tablet,JP,9,84.3678840682854
session_001609,user_0049,2024-11-06 18:57:49,2213,mobile,IN,4,0.0
session_001610,user_0103,2024-09-21 05:45:31,708,tablet,MX,4,84.50502935798883
session_001611,user_0435,2024-11-29 07:53:27,858,mobile,US,7,155.28325141212693
session_001612,user_0480,2024-05-05 00:31:25,587,tablet,FR,1,0.0
session_001613,user_0946,2024-10-11 20:20:50,2541,tablet,UK,1,0.0
session_001614,user_0783,2024-11-09 09:40:33,1023,mobile,CA,11,0.0
session_001615,user_0073,2024-03-28 21:18:57,1161,desktop,AU,2,0.0
session_001616,user_0455,2024-02-25 07:20:34,2783,mobile,JP,1,266.87806867271644
session_001617,user_0483,2024-03-31 04:05:07,2735,mobile,FR,14,0.0
session_001618,user_0902,2024-10-19 22:07:18,2979,mobile,FR,1,196.9358382419418
session_001619,user_0437,2024-08-15 04:23:43,719,tablet,BR,13,53.40074873586442
session_001620,user_0983,2024-08-20 15:31:21,3573,mobile,DE,14,0.0
session_001621,user_0432,2024-01-23 00:02:23,2643,desktop,FR,14,145.17416166751354
session_001622,user_0337,2024-06-11 23:22:41,2761,mobile,JP,2,247.91889182436958
session_001623,user_0507,2024-03-26 23:29:13,2451,mobile,FR,2,249.05236299878857
session_001624,user_0858,2024-08-07 15:57:40,1569,tablet,IN,14,304.81453130260746
session_001625,user_0859,2024-11-04 04:53:16,2662,desktop,MX,2,186.7434055675552
session_001626,user_0432,2024-11-12 14:59:36,1642,tablet,US,6,225.72009084816412
session_001627,user_0039,2024-06-03 20:05:08,3360,tablet,AU,11,0.0
session_001628,user_0102,2024-04-23 12:13:03,1718,desktop,BR,14,0.0
session_001629,user_0997,2024-04-06 14:03:43,1163,mobile,US,6,0.0
session_001630,user_0215,2024-08-04 21:23:24,3187,tablet,JP,12,206.64722769801602
session_001631,user_0878,2024-02-04 12:19:24,1397,mobile,MX,9,0.0
session_001632,user_0104,2024-12-21 00:41:39,2987,desktop,AU,6,0.0
session_001633,user_0272,2024-11-28 10:16:28,2927,mobile,JP,6,0.0
session_001634,user_0331,2024-01-07 04:27:12,486,desktop,MX,5,353.1118674928754
session_001635,user_0552,2024-03-10 02:13:25,1660,tablet,UK,4,0.0
session_001636,user_0873,2024-04-12 06:47:12,627,tablet,JP,9,0.0
session_001637,user_0629,2024-08-09 09:46:49,366,mobile,DE,8,0.0
session_001638,user_0027,2024-07-11 01:00:29,949,tablet,DE,4,0.0
session_001639,user_0013,2024-04-25 06:18:45,1028,desktop,MX,8,280.1008154392434
session_001640,user_0197,2024-06-09 03:08:03,792,tablet,MX,7,0.0
session_001641,user_0724,2024-11-05 10:41:21,1520,mobile,AU,6,463.4978573701669
session_001642,user_0366,2024-01-30 22:04:08,2869,desktop,JP,14,399.82296834703504
session_001643,user_0132,2024-02-07 12:34:36,3242,tablet,BR,9,0.0
session_001644,user_0735,2024-09-29 16:27:39,2671,tablet,DE,8,141.87538460930423
session_001645,user_0510,2024-08-17 13:06:20,1816,desktop,CA,1,0.0
session_001646,user_0489,2024-12-02 22:24:18,2923,desktop,UK,11,0.0
session_001647,user_0971,2024-12-14 04:15:19,3010,desktop,MX,8,0.0
session_001648,user_0221,2024-09-14 00:25:50,1881,mobile,IN,12,171.9612902697662
session_001649,user_0969,2024-06-07 02:50:18,620,tablet,MX,6,0.0
session_001650,user_0602,2024-02-16 11:31:47,3202,desktop,MX,2,0.0
session_001651,user_0616,2024-10-27 11:43:31,3138,desktop,CA,1,0.0
session_001652,user_0097,2024-06-05 17:24:28,2381,tablet,AU,13,0.0
session_001653,user_0188,2024-02-07 05:30:38,1304,mobile,CA,12,0.0
session_001654,user_0412,2024-03-18 21:47:43,958,mobile,UK,6,136.30623497066176
session_001655,user_0063,2024-08-04 08:48:46,272,tablet,JP,2,0.0
session_001656,user_0335,2024-05-29 10:09:45,1284,desktop,MX,10,94.47254957524109
session_001657,user_0511,2024-03-11 14:22:29,2222,desktop,JP,2,303.861969585288
session_001658,user_0182,2024-12-12 04:47:34,1835,tablet,CA,9,0.0
session_001659,user_0958,2024-07-27 18:42:01,3280,desktop,FR,15,181.0364704183169
session_001660,user_0172,2024-12-15 14:45:26,438,mobile,DE,10,86.07378407342382
session_001661,user_0951,2024-09-12 17:33:10,2274,mobile,BR,2,0.0
session_001662,user_0246,2024-11-13 12:26:57,2040,desktop,AU,1,461.35107759689885
session_001663,user_0102,2024-11-25 05:49:40,2159,desktop,JP,15,0.0
session_001664,user_0776,2024-07-31 04:38:28,2664,desktop,FR,6,0.0
session_001665,user_0414,2024-06-17 23:47:16,1574,desktop,BR,1,0.0
session_001666,user_0314,2024-07-12 06:06:15,3250,mobile,US,9,53.70187387234502
session_001667,user_0766,2024-12-15 15:11:01,2369,tablet,CA,11,0.0
session_001668,user_0395,2024-03-14 02:30:53,1470,tablet,US,14,438.1155500006973
session_001669,user_0870,2024-03-10 05:47:03,2113,mobile,US,15,0.0
session_001670,user_0730,2024-05-04 09:30:37,328,tablet,DE,8,0.0
session_001671,user_0211,2024-12-15 15:35:49,2853,desktop,FR,1,0.0
session_001672,user_0182,2024-05-31 10:16:42,3415,desktop,JP,15,0.0
session_001673,user_0637,2024-09-16 15:10:38,1087,mobile,MX,12,0.0
session_001674,user_0420,2024-09-25 01:53:15,71,mobile,AU,7,146.2624749011604
session_001675,user_0260,2024-08-21 01:36:48,72,tablet,AU,1,0.0
session_001676,user_0073,2024-09-04 14:50:07,498,desktop,CA,15,0.0
session_001677,user_0967,2024-10-14 10:09:58,1080,tablet,AU,5,0.0
session_001678,user_0780,2024-02-16 08:53:42,1647,desktop,UK,9,0.0
session_001679,user_0481,2024-07-04 22:55:26,477,desktop,DE,1,0.0
session_001680,user_0248,2024-06-18 07:20:08,2550,mobile,BR,12,302.5307234143616
session_001681,user_0786,2024-03-14 09:19:21,3177,desktop,JP,1,0.0
