event_id,session_id,user_id,event_time,event_type,page_type,device_type,location,value,user_agent,referrer
event_002204,session_002094,user_0884,2024-03-06 02:07:28,logout,blog,mobile,JP,0.0,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002205,session_000193,user_0558,2024-07-16 01:05:42,scroll,home,tablet,IN,0.0,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002206,session_002534,user_0200,2024-02-18 11:40:10,click,about,desktop,AU,17.317652585330723,Mozilla/5.0 (desktop) Browser/1.0,email
event_002207,session_004210,user_0846,2024-11-07 03:13:42,click,profile,tablet,AU,0.4707481844125394,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002208,session_001946,user_0765,2024-06-05 18:55:00,purchase,product,desktop,MX,0.0,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002209,session_004744,user_0350,2024-10-18 12:57:33,click,product,desktop,DE,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002210,session_004840,user_0787,2024-09-03 16:21:20,purchase,profile,mobile,FR,33.7607584861718,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002211,session_003723,user_0699,2024-10-05 06:03:48,login,home,mobile,MX,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002212,session_001958,user_0001,2024-06-14 21:06:28,add_to_cart,product,mobile,JP,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002213,session_001360,user_0833,2024-01-23 02:16:30,page_view,checkout,desktop,CA,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002214,session_002160,user_0717,2024-11-27 13:57:23,click,support,desktop,US,37.77649893753432,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002215,session_003346,user_0391,2024-06-18 09:41:43,signup,home,mobile,US,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002216,session_002707,user_0567,2024-03-31 08:49:34,logout,profile,mobile,CA,50.59362210613977,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002217,session_004014,user_0192,2024-11-14 13:15:53,login,about,tablet,JP,0.0,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002218,session_000626,user_0524,2024-08-04 01:20:59,purchase,about,tablet,CA,0.0,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002219,session_001435,user_0098,2024-08-05 19:56:55,login,search,desktop,BR,32.630246973505706,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002220,session_004375,user_0268,2024-11-05 22:50:34,login,product,tablet,UK,0.0,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002221,session_002579,user_0776,2024-05-29 01:20:46,click,product,mobile,US,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002222,session_003553,user_0803,2024-01-04 19:37:45,signup,about,desktop,JP,19.00654671386497,Mozilla/5.0 (desktop) Browser/1.0,email
event_002223,session_000480,user_0383,2024-09-29 16:07:19,click,home,desktop,CA,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002224,session_000827,user_0211,2024-08-16 04:57:12,login,product,desktop,JP,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002225,session_003011,user_0383,2024-09-23 16:13:35,click,product,mobile,MX,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002226,session_000768,user_0292,2024-03-22 09:40:49,logout,home,mobile,JP,76.59037541266049,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002227,session_002047,user_0208,2024-05-13 21:24:43,logout,checkout,desktop,BR,0.0,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002228,session_000797,user_0166,2024-04-02 09:32:59,signup,home,desktop,JP,0.0,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002229,session_001985,user_0798,2024-09-04 02:36:56,logout,profile,tablet,CA,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002230,session_004056,user_0975,2024-02-21 07:50:13,logout,support,desktop,CA,45.29894224932821,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002231,session_004595,user_0217,2024-06-04 19:10:09,scroll,about,tablet,IN,0.0,Mozilla/5.0 (tablet) Browser/1.0,email
event_002232,session_004554,user_0803,2024-12-01 12:08:57,add_to_cart,about,mobile,UK,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002233,session_000628,user_0752,2024-01-31 00:16:15,purchase,profile,mobile,BR,0.0,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002234,session_000374,user_0107,2024-03-20 16:56:45,click,home,desktop,AU,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002235,session_003885,user_0208,2024-01-10 23:59:53,page_view,home,tablet,IN,51.715633395768336,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002236,session_001765,user_0370,2024-06-29 02:44:55,click,search,tablet,DE,0.0,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002237,session_002548,user_0053,2024-03-10 13:49:34,signup,profile,desktop,BR,76.02452881303728,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002238,session_003127,user_0062,2024-03-01 13:02:08,signup,checkout,desktop,UK,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002239,session_003380,user_0205,2024-04-25 18:02:10,signup,home,desktop,JP,0.0,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002240,session_004839,user_0057,2024-11-05 04:23:54,logout,profile,tablet,BR,35.97018570246704,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002241,session_002116,user_0743,2024-09-07 08:13:36,login,product,tablet,BR,0.0,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002242,session_000358,user_0972,2024-11-02 12:50:16,page_view,about,tablet,FR,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002243,session_000577,user_0461,2024-10-16 04:22:58,page_view,support,mobile,JP,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002244,session_003176,user_0437,2024-02-11 08:48:11,logout,search,desktop,IN,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002245,session_004411,user_0488,2024-05-30 11:30:42,scroll,home,mobile,AU,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002246,session_004003,user_0372,2024-09-01 17:02:17,signup,product,desktop,BR,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002247,session_003188,user_0721,2024-01-06 04:09:12,logout,checkout,desktop,JP,28.078539114006862,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002248,session_000456,user_0790,2024-07-26 16:26:53,login,about,desktop,MX,92.39072748205707,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002249,session_003778,user_0304,2024-04-20 00:29:23,click,profile,tablet,JP,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002250,session_001605,user_0065,2024-10-30 16:42:42,logout,checkout,mobile,US,97.19846888103051,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002251,session_003343,user_0813,2024-03-30 12:22:50,signup,search,mobile,CA,0.0,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002252,session_001290,user_0939,2024-05-21 05:30:56,click,home,mobile,MX,5.589339657690829,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002253,session_003469,user_0334,2024-04-27 16:41:35,logout,profile,tablet,FR,0.0,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002254,session_000818,user_0278,2024-09-23 05:35:31,login,profile,tablet,JP,0.0,Mozilla/5.0 (tablet) Browser/1.0,email
event_002255,session_002049,user_0686,2024-05-03 09:42:52,signup,about,mobile,BR,86.44348079577115,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002256,session_003740,user_0795,2024-03-02 19:33:15,scroll,support,mobile,JP,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002257,session_003146,user_0294,2024-12-19 16:48:22,signup,product,mobile,MX,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002258,session_003236,user_0363,2024-12-26 05:10:08,logout,about,desktop,FR,45.83857191581965,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002259,session_000681,user_0641,2024-11-05 10:07:09,scroll,home,tablet,DE,0.0,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002260,session_000856,user_0215,2024-05-14 21:49:06,page_view,blog,desktop,FR,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002261,session_001570,user_0981,2024-11-27 10:47:02,logout,about,mobile,DE,0.0,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002262,session_003352,user_0818,2024-08-16 15:12:45,login,blog,mobile,CA,46.04272128718333,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002263,session_002862,user_0696,2024-10-04 22:14:38,purchase,profile,tablet,MX,0.0,Mozilla/5.0 (tablet) Browser/1.0,email
event_002264,session_004204,user_0429,2024-09-16 07:53:16,signup,home,tablet,UK,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002265,session_000537,user_0058,2024-03-05 14:42:02,logout,profile,desktop,IN,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002266,session_001672,user_0182,2024-05-31 10:35:49,scroll,checkout,desktop,JP,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002267,session_004425,user_0622,2024-09-05 03:24:55,purchase,checkout,tablet,US,0.0,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002268,session_000027,user_0454,2024-11-09 19:23:11,purchase,profile,tablet,UK,0.0,Mozilla/5.0 (tablet) Browser/1.0,email
event_002269,session_004630,user_0792,2024-06-24 23:58:27,page_view,home,tablet,MX,4.7439435476645535,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002270,session_003443,user_0286,2024-05-05 19:48:14,signup,home,tablet,DE,30.403879316435034,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002271,session_003544,user_0584,2024-08-07 10:34:04,page_view,checkout,mobile,CA,0.0,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002272,session_004491,user_0037,2024-02-06 11:01:39,page_view,home,mobile,AU,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002273,session_000461,user_0339,2024-04-01 01:45:00,add_to_cart,home,desktop,UK,19.29039984563784,Mozilla/5.0 (desktop) Browser/1.0,email
event_002274,session_000557,user_0755,2024-09-30 06:18:58,click,profile,desktop,IN,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002275,session_002184,user_0187,2024-04-23 18:09:44,purchase,support,desktop,MX,58.675019375523775,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002276,session_000651,user_0317,2024-09-24 10:03:14,purchase,support,tablet,CA,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002277,session_000544,user_0359,2024-08-16 18:50:38,add_to_cart,blog,tablet,MX,41.1048298447253,Mozilla/5.0 (tablet) Browser/1.0,email
event_002278,session_002450,user_0743,2024-10-14 04:40:05,logout,product,desktop,BR,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002279,session_004425,user_0622,2024-09-05 03:42:35,add_to_cart,product,tablet,US,0.0,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002280,session_000788,user_0056,2024-01-25 15:02:09,scroll,search,mobile,BR,0.0,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002281,session_003642,user_0621,2024-11-06 02:29:44,add_to_cart,home,desktop,CA,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002282,session_003870,user_0913,2024-03-03 19:04:15,login,home,tablet,MX,0.0,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002283,session_002175,user_0994,2024-07-31 07:01:05,click,support,mobile,FR,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002284,session_003014,user_0199,2024-01-21 02:32:11,click,profile,tablet,JP,0.0,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002285,session_004726,user_0772,2024-08-10 07:43:30,add_to_cart,home,tablet,US,0.0,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002286,session_000661,user_0534,2024-02-12 11:04:17,scroll,home,mobile,US,27.648299065461103,Mozilla/5.0 (mobile) Browser/1.0,email
event_002287,session_004406,user_0367,2024-03-01 07:47:53,purchase,checkout,desktop,AU,0.0,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002288,session_002544,user_0168,2024-02-06 23:20:38,signup,support,desktop,IN,47.47557083736991,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002289,session_001605,user_0065,2024-10-30 16:32:43,add_to_cart,checkout,mobile,US,66.31983456206191,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002290,session_001861,user_0080,2024-08-20 08:06:00,page_view,home,mobile,IN,31.85063807410594,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002291,session_002538,user_0949,2024-05-07 04:23:28,signup,profile,desktop,BR,0.0,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002292,session_000514,user_0306,2024-09-20 01:38:30,page_view,blog,tablet,JP,60.131013681763875,Mozilla/5.0 (tablet) Browser/1.0,email
event_002293,session_003429,user_0442,2024-11-08 17:35:17,add_to_cart,about,desktop,IN,0.0,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002294,session_000468,user_0186,2024-08-25 10:12:48,page_view,product,mobile,MX,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002295,session_004103,user_0215,2024-05-20 03:57:46,logout,about,tablet,AU,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002296,session_000157,user_0280,2024-03-24 17:55:38,login,product,tablet,UK,3.963358115692628,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002297,session_003309,user_0428,2024-05-18 05:50:37,login,about,tablet,UK,0.0,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002298,session_000564,user_0954,2024-03-10 07:38:23,page_view,checkout,mobile,JP,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002299,session_003716,user_0013,2024-03-25 20:28:29,login,blog,tablet,AU,80.41475195795897,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002300,session_002439,user_0480,2024-06-20 06:12:25,click,blog,tablet,UK,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002301,session_001951,user_0366,2024-07-02 01:39:45,login,about,desktop,IN,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002302,session_003055,user_0749,2024-08-15 05:34:08,scroll,checkout,desktop,DE,11.361337044091279,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002303,session_004429,user_0529,2024-10-07 05:56:50,scroll,profile,mobile,UK,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002304,session_002624,user_0528,2024-04-17 17:07:25,add_to_cart,home,desktop,DE,22.682774545303975,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002305,session_003214,user_0830,2024-03-25 04:35:59,page_view,about,desktop,AU,67.17725532758723,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002306,session_001250,user_0901,2024-09-12 19:31:06,purchase,checkout,mobile,AU,46.550851234173486,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002307,session_002995,user_0830,2024-10-06 05:43:22,add_to_cart,about,desktop,IN,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002308,session_003079,user_0895,2024-01-04 02:44:20,login,profile,desktop,US,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002309,session_000956,user_0121,2024-09-26 17:09:10,signup,search,mobile,BR,64.95372576788677,Mozilla/5.0 (mobile) Browser/1.0,email
event_002310,session_004950,user_0078,2024-05-19 16:44:38,add_to_cart,about,mobile,UK,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002311,session_003581,user_0305,2024-03-15 07:09:05,login,about,mobile,DE,0.0,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002312,session_002451,user_0814,2024-03-13 08:33:28,click,checkout,desktop,UK,44.84416139708508,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002313,session_002173,user_0517,2024-12-09 16:46:47,scroll,blog,tablet,BR,34.58719487815345,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002314,session_004271,user_0222,2024-01-16 09:25:45,purchase,blog,tablet,AU,55.076779027969266,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002315,session_004344,user_0724,2024-04-08 04:32:49,purchase,search,tablet,UK,0.0,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002316,session_002242,user_0662,2024-09-13 03:35:52,add_to_cart,about,mobile,US,0.0,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002317,session_003338,user_0701,2024-09-03 00:17:28,add_to_cart,product,desktop,IN,0.0,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002318,session_001583,user_0051,2024-06-22 12:37:52,add_to_cart,checkout,mobile,DE,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002319,session_003425,user_0017,2024-11-09 00:37:21,logout,support,desktop,FR,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002320,session_001431,user_0103,2024-04-12 15:11:05,login,home,tablet,BR,0.0,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002321,session_003855,user_0536,2024-06-18 12:34:52,signup,support,desktop,BR,82.29256873553457,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002322,session_001714,user_0417,2024-10-01 16:28:52,logout,blog,desktop,JP,72.1230487560422,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002323,session_000928,user_0854,2024-09-18 10:12:29,purchase,product,tablet,JP,29.307348200804505,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002324,session_001912,user_0826,2024-03-14 12:59:54,scroll,about,mobile,US,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002325,session_003523,user_0319,2024-05-11 07:20:53,logout,blog,mobile,MX,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002326,session_003577,user_0343,2024-11-18 13:12:14,logout,home,mobile,UK,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002327,session_004048,user_0636,2024-05-19 10:56:18,login,profile,tablet,BR,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002328,session_000303,user_0613,2024-10-31 15:33:34,login,blog,mobile,US,0.0,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002329,session_001507,user_0989,2024-02-15 05:36:16,signup,product,desktop,MX,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002330,session_003160,user_0293,2024-04-09 03:48:57,login,checkout,desktop,US,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002331,session_002959,user_0515,2024-08-12 23:14:10,add_to_cart,profile,desktop,CA,0.0,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002332,session_003107,user_0111,2024-05-07 05:59:12,scroll,home,mobile,JP,0.0,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002333,session_001303,user_0856,2024-03-29 16:19:19,click,product,tablet,CA,8.072837815051148,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002334,session_000490,user_0966,2024-09-16 02:31:08,click,search,mobile,IN,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002335,session_000261,user_0136,2024-07-18 08:13:33,signup,about,mobile,MX,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002336,session_002726,user_0346,2024-04-20 04:17:35,add_to_cart,about,tablet,US,68.66486344128353,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002337,session_001226,user_0940,2024-09-21 07:33:39,purchase,product,mobile,JP,99.42500566127806,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002338,session_004503,user_0184,2024-06-28 17:07:52,purchase,support,desktop,CA,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002339,session_004239,user_0101,2024-01-20 09:25:05,login,home,desktop,DE,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002340,session_004918,user_0830,2024-12-02 00:13:52,add_to_cart,profile,desktop,US,98.04962112129434,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002341,session_002585,user_0462,2024-06-28 08:40:07,signup,blog,desktop,FR,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002342,session_000876,user_0519,2024-01-26 18:57:20,purchase,about,mobile,MX,14.363561018869941,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002343,session_003214,user_0830,2024-03-25 04:32:50,signup,blog,desktop,AU,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002344,session_000238,user_0539,2024-05-26 08:36:13,page_view,support,desktop,BR,0.0,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002345,session_004699,user_0056,2024-05-23 08:55:47,add_to_cart,profile,tablet,BR,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002346,session_001204,user_0986,2024-09-27 05:37:50,signup,support,desktop,AU,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002347,session_004112,user_0047,2024-11-07 01:40:19,add_to_cart,checkout,desktop,BR,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002348,session_002461,user_0701,2024-05-15 16:20:04,purchase,product,tablet,JP,52.992255750536685,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002349,session_001145,user_0701,2024-08-24 14:08:40,page_view,checkout,tablet,BR,0.0,Mozilla/5.0 (tablet) Browser/1.0,email
event_002350,session_002012,user_0505,2024-12-29 08:44:32,page_view,product,mobile,AU,0.0,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002351,session_001133,user_0338,2024-09-05 14:53:31,scroll,product,mobile,JP,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002352,session_001134,user_0101,2024-05-26 11:31:54,login,product,mobile,UK,50.96280893600588,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002353,session_002659,user_0395,2024-01-21 12:50:17,click,support,desktop,CA,0.0,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002354,session_001883,user_0103,2024-01-16 03:31:25,page_view,home,desktop,US,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002355,session_004080,user_0831,2024-02-17 14:09:19,login,product,mobile,DE,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002356,session_001684,user_0864,2024-04-05 10:59:58,scroll,support,tablet,FR,24.192035411997903,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002357,session_004173,user_0279,2024-05-24 12:35:09,purchase,checkout,desktop,JP,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002358,session_004357,user_0849,2024-10-08 06:02:36,logout,search,mobile,UK,0.0,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002359,session_000635,user_0781,2024-02-22 09:31:41,page_view,profile,tablet,DE,98.43803735967809,Mozilla/5.0 (tablet) Browser/1.0,email
event_002360,session_002899,user_0836,2024-06-02 08:34:03,signup,profile,mobile,AU,0.0,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002361,session_003941,user_0729,2024-03-23 16:15:15,page_view,blog,desktop,CA,0.0,Mozilla/5.0 (desktop) Browser/1.0,email
event_002362,session_001425,user_0821,2024-03-03 16:26:23,logout,search,mobile,AU,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002363,session_003437,user_0221,2024-09-05 09:34:09,scroll,search,tablet,JP,91.15318740620545,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002364,session_001222,user_0581,2024-08-31 19:49:41,login,profile,desktop,US,0.0,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002365,session_001687,user_0123,2024-11-28 19:51:10,add_to_cart,product,tablet,US,12.760654034565933,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002366,session_003828,user_0710,2024-12-29 21:26:33,logout,about,tablet,US,0.0,Mozilla/5.0 (tablet) Browser/1.0,direct
event_002367,session_004081,user_0169,2024-08-29 15:59:43,scroll,search,tablet,BR,71.28780023613385,Mozilla/5.0 (tablet) Browser/1.0,twitter.com
event_002368,session_002461,user_0701,2024-05-15 16:20:45,login,about,tablet,JP,23.05578130457472,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002369,session_003062,user_0514,2024-12-13 17:45:50,logout,about,mobile,FR,67.3775762628708,Mozilla/5.0 (mobile) Browser/1.0,facebook.com
event_002370,session_002445,user_0450,2024-11-12 06:13:50,logout,search,mobile,FR,0.0,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002371,session_001890,user_0245,2024-10-06 02:32:24,signup,support,mobile,AU,0.0,Mozilla/5.0 (mobile) Browser/1.0,twitter.com
event_002372,session_004206,user_0273,2024-05-29 00:40:01,click,home,mobile,CA,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002373,session_001575,user_0625,2024-09-09 12:09:33,login,about,desktop,AU,19.04043233488605,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002374,session_003879,user_0332,2024-12-14 04:51:30,page_view,checkout,desktop,AU,0.0,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002375,session_004963,user_0199,2024-11-18 08:57:28,logout,search,tablet,FR,74.5901204695521,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002376,session_001927,user_0096,2024-09-12 12:21:42,add_to_cart,checkout,mobile,US,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002377,session_004483,user_0335,2024-09-22 01:32:04,add_to_cart,profile,desktop,UK,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002378,session_002519,user_0933,2024-05-13 16:45:31,add_to_cart,home,tablet,AU,0.0,Mozilla/5.0 (tablet) Browser/1.0,email
event_002379,session_002563,user_0081,2024-03-25 07:33:07,page_view,product,mobile,IN,0.0,Mozilla/5.0 (mobile) Browser/1.0,direct
event_002380,session_002188,user_0984,2024-11-02 13:28:17,purchase,blog,desktop,FR,0.0,Mozilla/5.0 (desktop) Browser/1.0,facebook.com
event_002381,session_004760,user_0816,2024-08-25 04:19:32,page_view,checkout,desktop,MX,7.730717109175433,Mozilla/5.0 (desktop) Browser/1.0,google.com
event_002382,session_004167,user_0434,2024-10-09 17:20:36,page_view,home,tablet,JP,0.0,Mozilla/5.0 (tablet) Browser/1.0,google.com
event_002383,session_004403,user_0685,2024-12-30 07:39:35,scroll,checkout,desktop,BR,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
event_002384,session_001931,user_0245,2024-06-07 10:00:12,scroll,home,tablet,IN,0.0,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002385,session_004717,user_0604,2024-06-07 11:36:07,login,support,mobile,US,0.0,Mozilla/5.0 (mobile) Browser/1.0,google.com
event_002386,session_004334,user_0752,2024-01-12 19:43:28,signup,support,desktop,BR,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002387,session_000954,user_0893,2024-04-12 09:49:15,click,search,mobile,AU,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002388,session_001485,user_0905,2024-03-07 19:56:37,add_to_cart,blog,mobile,UK,0.0,Mozilla/5.0 (mobile) Browser/1.0,email
event_002389,session_000816,user_0430,2024-09-04 02:19:20,add_to_cart,profile,desktop,FR,0.0,Mozilla/5.0 (desktop) Browser/1.0,direct
event_002390,session_003430,user_0356,2024-06-14 06:56:58,page_view,support,tablet,MX,0.0,Mozilla/5.0 (tablet) Browser/1.0,email
event_002391,session_002990,user_0354,2024-10-15 13:53:06,logout,home,tablet,JP,94.81496655918528,Mozilla/5.0 (tablet) Browser/1.0,facebook.com
event_002392,session_000992,user_0778,2024-01-17 21:36:11,page_view,profile,desktop,US,0.0,Mozilla/5.0 (desktop) Browser/1.0,twitter.com
